"""customer_id""","""store_id""","""first_name""","""last_name""","""email""","""address_id""","""active""",[
96,1," ""DIANA"""," ""ALEXANDER"""," ""DIANA.ALEXANDER@sakilacustomer.org""",100,1,"{""customer_id"":96,""store_id"":1,""first_name"": ""DIANA"",""last_name"": ""ALEXANDER"",""email"": ""DIANA.ALEXANDER@sakilacustomer.org"",""address_id"":100,""active"":1},"
97,2," ""ANNIE"""," ""RUSSELL"""," ""ANNIE.RUSSELL@sakilacustomer.org""",101,1,"{""customer_id"":97,""store_id"":2,""first_name"": ""ANNIE"",""last_name"": ""RUSSELL"",""email"": ""ANNIE.RUSSELL@sakilacustomer.org"",""address_id"":101,""active"":1},"
98,1," ""LILLIAN"""," ""GRIFFIN"""," ""LILLIAN.GRIFFIN@sakilacustomer.org""",102,1,"{""customer_id"":98,""store_id"":1,""first_name"": ""LILLIAN"",""last_name"": ""GRIFFIN"",""email"": ""LILLIAN.GRIFFIN@sakilacustomer.org"",""address_id"":102,""active"":1},"
99,2," ""EMILY"""," ""DIAZ"""," ""EMILY.DIAZ@sakilacustomer.org""",103,1,"{""customer_id"":99,""store_id"":2,""first_name"": ""EMILY"",""last_name"": ""DIAZ"",""email"": ""EMILY.DIAZ@sakilacustomer.org"",""address_id"":103,""active"":1},"
100,1," ""ROBIN"""," ""HAYES"""," ""ROBIN.HAYES@sakilacustomer.org""",104,1,"{""customer_id"":100,""store_id"":1,""first_name"": ""ROBIN"",""last_name"": ""HAYES"",""email"": ""ROBIN.HAYES@sakilacustomer.org"",""address_id"":104,""active"":1},"
101,1," ""PEGGY"""," ""MYERS"""," ""PEGGY.MYERS@sakilacustomer.org""",105,1,"{""customer_id"":101,""store_id"":1,""first_name"": ""PEGGY"",""last_name"": ""MYERS"",""email"": ""PEGGY.MYERS@sakilacustomer.org"",""address_id"":105,""active"":1},"
102,1," ""CRYSTAL"""," ""FORD"""," ""CRYSTAL.FORD@sakilacustomer.org""",106,1,"{""customer_id"":102,""store_id"":1,""first_name"": ""CRYSTAL"",""last_name"": ""FORD"",""email"": ""CRYSTAL.FORD@sakilacustomer.org"",""address_id"":106,""active"":1},"
103,1," ""GLADYS"""," ""HAMILTON"""," ""GLADYS.HAMILTON@sakilacustomer.org""",107,1,"{""customer_id"":103,""store_id"":1,""first_name"": ""GLADYS"",""last_name"": ""HAMILTON"",""email"": ""GLADYS.HAMILTON@sakilacustomer.org"",""address_id"":107,""active"":1},"
104,1," ""RITA"""," ""GRAHAM"""," ""RITA.GRAHAM@sakilacustomer.org""",108,1,"{""customer_id"":104,""store_id"":1,""first_name"": ""RITA"",""last_name"": ""GRAHAM"",""email"": ""RITA.GRAHAM@sakilacustomer.org"",""address_id"":108,""active"":1},"
105,1," ""DAWN"""," ""SULLIVAN"""," ""DAWN.SULLIVAN@sakilacustomer.org""",109,1,"{""customer_id"":105,""store_id"":1,""first_name"": ""DAWN"",""last_name"": ""SULLIVAN"",""email"": ""DAWN.SULLIVAN@sakilacustomer.org"",""address_id"":109,""active"":1},"
106,1," ""CONNIE"""," ""WALLACE"""," ""CONNIE.WALLACE@sakilacustomer.org""",110,1,"{""customer_id"":106,""store_id"":1,""first_name"": ""CONNIE"",""last_name"": ""WALLACE"",""email"": ""CONNIE.WALLACE@sakilacustomer.org"",""address_id"":110,""active"":1},"
107,1," ""FLORENCE"""," ""WOODS"""," ""FLORENCE.WOODS@sakilacustomer.org""",111,1,"{""customer_id"":107,""store_id"":1,""first_name"": ""FLORENCE"",""last_name"": ""WOODS"",""email"": ""FLORENCE.WOODS@sakilacustomer.org"",""address_id"":111,""active"":1},"
108,1," ""TRACY"""," ""COLE"""," ""TRACY.COLE@sakilacustomer.org""",112,1,"{""customer_id"":108,""store_id"":1,""first_name"": ""TRACY"",""last_name"": ""COLE"",""email"": ""TRACY.COLE@sakilacustomer.org"",""address_id"":112,""active"":1},"
109,2," ""EDNA"""," ""WEST"""," ""EDNA.WEST@sakilacustomer.org""",113,1,"{""customer_id"":109,""store_id"":2,""first_name"": ""EDNA"",""last_name"": ""WEST"",""email"": ""EDNA.WEST@sakilacustomer.org"",""address_id"":113,""active"":1},"
110,2," ""TIFFANY"""," ""JORDAN"""," ""TIFFANY.JORDAN@sakilacustomer.org""",114,1,"{""customer_id"":110,""store_id"":2,""first_name"": ""TIFFANY"",""last_name"": ""JORDAN"",""email"": ""TIFFANY.JORDAN@sakilacustomer.org"",""address_id"":114,""active"":1},"
111,1," ""CARMEN"""," ""OWENS"""," ""CARMEN.OWENS@sakilacustomer.org""",115,1,"{""customer_id"":111,""store_id"":1,""first_name"": ""CARMEN"",""last_name"": ""OWENS"",""email"": ""CARMEN.OWENS@sakilacustomer.org"",""address_id"":115,""active"":1},"
112,2," ""ROSA"""," ""REYNOLDS"""," ""ROSA.REYNOLDS@sakilacustomer.org""",116,1,"{""customer_id"":112,""store_id"":2,""first_name"": ""ROSA"",""last_name"": ""REYNOLDS"",""email"": ""ROSA.REYNOLDS@sakilacustomer.org"",""address_id"":116,""active"":1},"
113,2," ""CINDY"""," ""FISHER"""," ""CINDY.FISHER@sakilacustomer.org""",117,1,"{""customer_id"":113,""store_id"":2,""first_name"": ""CINDY"",""last_name"": ""FISHER"",""email"": ""CINDY.FISHER@sakilacustomer.org"",""address_id"":117,""active"":1},"
114,2," ""GRACE"""," ""ELLIS"""," ""GRACE.ELLIS@sakilacustomer.org""",118,1,"{""customer_id"":114,""store_id"":2,""first_name"": ""GRACE"",""last_name"": ""ELLIS"",""email"": ""GRACE.ELLIS@sakilacustomer.org"",""address_id"":118,""active"":1},"
115,1," ""WENDY"""," ""HARRISON"""," ""WENDY.HARRISON@sakilacustomer.org""",119,1,"{""customer_id"":115,""store_id"":1,""first_name"": ""WENDY"",""last_name"": ""HARRISON"",""email"": ""WENDY.HARRISON@sakilacustomer.org"",""address_id"":119,""active"":1},"
116,1," ""VICTORIA"""," ""GIBSON"""," ""VICTORIA.GIBSON@sakilacustomer.org""",120,1,"{""customer_id"":116,""store_id"":1,""first_name"": ""VICTORIA"",""last_name"": ""GIBSON"",""email"": ""VICTORIA.GIBSON@sakilacustomer.org"",""address_id"":120,""active"":1},"
117,1," ""EDITH"""," ""MCDONALD"""," ""EDITH.MCDONALD@sakilacustomer.org""",121,1,"{""customer_id"":117,""store_id"":1,""first_name"": ""EDITH"",""last_name"": ""MCDONALD"",""email"": ""EDITH.MCDONALD@sakilacustomer.org"",""address_id"":121,""active"":1},"
118,1," ""KIM"""," ""CRUZ"""," ""KIM.CRUZ@sakilacustomer.org""",122,1,"{""customer_id"":118,""store_id"":1,""first_name"": ""KIM"",""last_name"": ""CRUZ"",""email"": ""KIM.CRUZ@sakilacustomer.org"",""address_id"":122,""active"":1},"
119,1," ""SHERRY"""," ""MARSHALL"""," ""SHERRY.MARSHALL@sakilacustomer.org""",123,1,"{""customer_id"":119,""store_id"":1,""first_name"": ""SHERRY"",""last_name"": ""MARSHALL"",""email"": ""SHERRY.MARSHALL@sakilacustomer.org"",""address_id"":123,""active"":1},"
120,2," ""SYLVIA"""," ""ORTIZ"""," ""SYLVIA.ORTIZ@sakilacustomer.org""",124,1,"{""customer_id"":120,""store_id"":2,""first_name"": ""SYLVIA"",""last_name"": ""ORTIZ"",""email"": ""SYLVIA.ORTIZ@sakilacustomer.org"",""address_id"":124,""active"":1},"
121,1," ""JOSEPHINE"""," ""GOMEZ"""," ""JOSEPHINE.GOMEZ@sakilacustomer.org""",125,1,"{""customer_id"":121,""store_id"":1,""first_name"": ""JOSEPHINE"",""last_name"": ""GOMEZ"",""email"": ""JOSEPHINE.GOMEZ@sakilacustomer.org"",""address_id"":125,""active"":1},"
122,1," ""THELMA"""," ""MURRAY"""," ""THELMA.MURRAY@sakilacustomer.org""",126,1,"{""customer_id"":122,""store_id"":1,""first_name"": ""THELMA"",""last_name"": ""MURRAY"",""email"": ""THELMA.MURRAY@sakilacustomer.org"",""address_id"":126,""active"":1},"
123,2," ""SHANNON"""," ""FREEMAN"""," ""SHANNON.FREEMAN@sakilacustomer.org""",127,1,"{""customer_id"":123,""store_id"":2,""first_name"": ""SHANNON"",""last_name"": ""FREEMAN"",""email"": ""SHANNON.FREEMAN@sakilacustomer.org"",""address_id"":127,""active"":1},"
124,1," ""SHEILA"""," ""WELLS"""," ""SHEILA.WELLS@sakilacustomer.org""",128,0,"{""customer_id"":124,""store_id"":1,""first_name"": ""SHEILA"",""last_name"": ""WELLS"",""email"": ""SHEILA.WELLS@sakilacustomer.org"",""address_id"":128,""active"":0},"
125,1," ""ETHEL"""," ""WEBB"""," ""ETHEL.WEBB@sakilacustomer.org""",129,1,"{""customer_id"":125,""store_id"":1,""first_name"": ""ETHEL"",""last_name"": ""WEBB"",""email"": ""ETHEL.WEBB@sakilacustomer.org"",""address_id"":129,""active"":1},"
126,1," ""ELLEN"""," ""SIMPSON"""," ""ELLEN.SIMPSON@sakilacustomer.org""",130,1,"{""customer_id"":126,""store_id"":1,""first_name"": ""ELLEN"",""last_name"": ""SIMPSON"",""email"": ""ELLEN.SIMPSON@sakilacustomer.org"",""address_id"":130,""active"":1},"
127,2," ""ELAINE"""," ""STEVENS"""," ""ELAINE.STEVENS@sakilacustomer.org""",131,1,"{""customer_id"":127,""store_id"":2,""first_name"": ""ELAINE"",""last_name"": ""STEVENS"",""email"": ""ELAINE.STEVENS@sakilacustomer.org"",""address_id"":131,""active"":1},"
128,1," ""MARJORIE"""," ""TUCKER"""," ""MARJORIE.TUCKER@sakilacustomer.org""",132,1,"{""customer_id"":128,""store_id"":1,""first_name"": ""MARJORIE"",""last_name"": ""TUCKER"",""email"": ""MARJORIE.TUCKER@sakilacustomer.org"",""address_id"":132,""active"":1},"
129,1," ""CARRIE"""," ""PORTER"""," ""CARRIE.PORTER@sakilacustomer.org""",133,1,"{""customer_id"":129,""store_id"":1,""first_name"": ""CARRIE"",""last_name"": ""PORTER"",""email"": ""CARRIE.PORTER@sakilacustomer.org"",""address_id"":133,""active"":1},"
130,1," ""CHARLOTTE"""," ""HUNTER"""," ""CHARLOTTE.HUNTER@sakilacustomer.org""",134,1,"{""customer_id"":130,""store_id"":1,""first_name"": ""CHARLOTTE"",""last_name"": ""HUNTER"",""email"": ""CHARLOTTE.HUNTER@sakilacustomer.org"",""address_id"":134,""active"":1},"
131,2," ""MONICA"""," ""HICKS"""," ""MONICA.HICKS@sakilacustomer.org""",135,1,"{""customer_id"":131,""store_id"":2,""first_name"": ""MONICA"",""last_name"": ""HICKS"",""email"": ""MONICA.HICKS@sakilacustomer.org"",""address_id"":135,""active"":1},"
132,2," ""ESTHER"""," ""CRAWFORD"""," ""ESTHER.CRAWFORD@sakilacustomer.org""",136,1,"{""customer_id"":132,""store_id"":2,""first_name"": ""ESTHER"",""last_name"": ""CRAWFORD"",""email"": ""ESTHER.CRAWFORD@sakilacustomer.org"",""address_id"":136,""active"":1},"
133,1," ""PAULINE"""," ""HENRY"""," ""PAULINE.HENRY@sakilacustomer.org""",137,1,"{""customer_id"":133,""store_id"":1,""first_name"": ""PAULINE"",""last_name"": ""HENRY"",""email"": ""PAULINE.HENRY@sakilacustomer.org"",""address_id"":137,""active"":1},"
134,1," ""EMMA"""," ""BOYD"""," ""EMMA.BOYD@sakilacustomer.org""",138,1,"{""customer_id"":134,""store_id"":1,""first_name"": ""EMMA"",""last_name"": ""BOYD"",""email"": ""EMMA.BOYD@sakilacustomer.org"",""address_id"":138,""active"":1},"
135,2," ""JUANITA"""," ""MASON"""," ""JUANITA.MASON@sakilacustomer.org""",139,1,"{""customer_id"":135,""store_id"":2,""first_name"": ""JUANITA"",""last_name"": ""MASON"",""email"": ""JUANITA.MASON@sakilacustomer.org"",""address_id"":139,""active"":1},"
136,2," ""ANITA"""," ""MORALES"""," ""ANITA.MORALES@sakilacustomer.org""",140,1,"{""customer_id"":136,""store_id"":2,""first_name"": ""ANITA"",""last_name"": ""MORALES"",""email"": ""ANITA.MORALES@sakilacustomer.org"",""address_id"":140,""active"":1},"
137,2," ""RHONDA"""," ""KENNEDY"""," ""RHONDA.KENNEDY@sakilacustomer.org""",141,1,"{""customer_id"":137,""store_id"":2,""first_name"": ""RHONDA"",""last_name"": ""KENNEDY"",""email"": ""RHONDA.KENNEDY@sakilacustomer.org"",""address_id"":141,""active"":1},"
138,1," ""HAZEL"""," ""WARREN"""," ""HAZEL.WARREN@sakilacustomer.org""",142,1,"{""customer_id"":138,""store_id"":1,""first_name"": ""HAZEL"",""last_name"": ""WARREN"",""email"": ""HAZEL.WARREN@sakilacustomer.org"",""address_id"":142,""active"":1},"
139,1," ""AMBER"""," ""DIXON"""," ""AMBER.DIXON@sakilacustomer.org""",143,1,"{""customer_id"":139,""store_id"":1,""first_name"": ""AMBER"",""last_name"": ""DIXON"",""email"": ""AMBER.DIXON@sakilacustomer.org"",""address_id"":143,""active"":1},"
140,1," ""EVA"""," ""RAMOS"""," ""EVA.RAMOS@sakilacustomer.org""",144,1,"{""customer_id"":140,""store_id"":1,""first_name"": ""EVA"",""last_name"": ""RAMOS"",""email"": ""EVA.RAMOS@sakilacustomer.org"",""address_id"":144,""active"":1},"
141,1," ""DEBBIE"""," ""REYES"""," ""DEBBIE.REYES@sakilacustomer.org""",145,1,"{""customer_id"":141,""store_id"":1,""first_name"": ""DEBBIE"",""last_name"": ""REYES"",""email"": ""DEBBIE.REYES@sakilacustomer.org"",""address_id"":145,""active"":1},"
142,1," ""APRIL"""," ""BURNS"""," ""APRIL.BURNS@sakilacustomer.org""",146,1,"{""customer_id"":142,""store_id"":1,""first_name"": ""APRIL"",""last_name"": ""BURNS"",""email"": ""APRIL.BURNS@sakilacustomer.org"",""address_id"":146,""active"":1},"
143,1," ""LESLIE"""," ""GORDON"""," ""LESLIE.GORDON@sakilacustomer.org""",147,1,"{""customer_id"":143,""store_id"":1,""first_name"": ""LESLIE"",""last_name"": ""GORDON"",""email"": ""LESLIE.GORDON@sakilacustomer.org"",""address_id"":147,""active"":1},"
144,1," ""CLARA"""," ""SHAW"""," ""CLARA.SHAW@sakilacustomer.org""",148,1,"{""customer_id"":144,""store_id"":1,""first_name"": ""CLARA"",""last_name"": ""SHAW"",""email"": ""CLARA.SHAW@sakilacustomer.org"",""address_id"":148,""active"":1},"
145,1," ""LUCILLE"""," ""HOLMES"""," ""LUCILLE.HOLMES@sakilacustomer.org""",149,1,"{""customer_id"":145,""store_id"":1,""first_name"": ""LUCILLE"",""last_name"": ""HOLMES"",""email"": ""LUCILLE.HOLMES@sakilacustomer.org"",""address_id"":149,""active"":1},"
146,1," ""JAMIE"""," ""RICE"""," ""JAMIE.RICE@sakilacustomer.org""",150,1,"{""customer_id"":146,""store_id"":1,""first_name"": ""JAMIE"",""last_name"": ""RICE"",""email"": ""JAMIE.RICE@sakilacustomer.org"",""address_id"":150,""active"":1},"
147,2," ""JOANNE"""," ""ROBERTSON"""," ""JOANNE.ROBERTSON@sakilacustomer.org""",151,1,"{""customer_id"":147,""store_id"":2,""first_name"": ""JOANNE"",""last_name"": ""ROBERTSON"",""email"": ""JOANNE.ROBERTSON@sakilacustomer.org"",""address_id"":151,""active"":1},"
148,1," ""ELEANOR"""," ""HUNT"""," ""ELEANOR.HUNT@sakilacustomer.org""",152,1,"{""customer_id"":148,""store_id"":1,""first_name"": ""ELEANOR"",""last_name"": ""HUNT"",""email"": ""ELEANOR.HUNT@sakilacustomer.org"",""address_id"":152,""active"":1},"
149,1," ""VALERIE"""," ""BLACK"""," ""VALERIE.BLACK@sakilacustomer.org""",153,1,"{""customer_id"":149,""store_id"":1,""first_name"": ""VALERIE"",""last_name"": ""BLACK"",""email"": ""VALERIE.BLACK@sakilacustomer.org"",""address_id"":153,""active"":1},"
150,2," ""DANIELLE"""," ""DANIELS"""," ""DANIELLE.DANIELS@sakilacustomer.org""",154,1,"{""customer_id"":150,""store_id"":2,""first_name"": ""DANIELLE"",""last_name"": ""DANIELS"",""email"": ""DANIELLE.DANIELS@sakilacustomer.org"",""address_id"":154,""active"":1},"
151,2," ""MEGAN"""," ""PALMER"""," ""MEGAN.PALMER@sakilacustomer.org""",155,1,"{""customer_id"":151,""store_id"":2,""first_name"": ""MEGAN"",""last_name"": ""PALMER"",""email"": ""MEGAN.PALMER@sakilacustomer.org"",""address_id"":155,""active"":1},"
152,1," ""ALICIA"""," ""MILLS"""," ""ALICIA.MILLS@sakilacustomer.org""",156,1,"{""customer_id"":152,""store_id"":1,""first_name"": ""ALICIA"",""last_name"": ""MILLS"",""email"": ""ALICIA.MILLS@sakilacustomer.org"",""address_id"":156,""active"":1},"
153,2," ""SUZANNE"""," ""NICHOLS"""," ""SUZANNE.NICHOLS@sakilacustomer.org""",157,1,"{""customer_id"":153,""store_id"":2,""first_name"": ""SUZANNE"",""last_name"": ""NICHOLS"",""email"": ""SUZANNE.NICHOLS@sakilacustomer.org"",""address_id"":157,""active"":1},"
154,2," ""MICHELE"""," ""GRANT"""," ""MICHELE.GRANT@sakilacustomer.org""",158,1,"{""customer_id"":154,""store_id"":2,""first_name"": ""MICHELE"",""last_name"": ""GRANT"",""email"": ""MICHELE.GRANT@sakilacustomer.org"",""address_id"":158,""active"":1},"
155,1," ""GAIL"""," ""KNIGHT"""," ""GAIL.KNIGHT@sakilacustomer.org""",159,1,"{""customer_id"":155,""store_id"":1,""first_name"": ""GAIL"",""last_name"": ""KNIGHT"",""email"": ""GAIL.KNIGHT@sakilacustomer.org"",""address_id"":159,""active"":1},"
156,1," ""BERTHA"""," ""FERGUSON"""," ""BERTHA.FERGUSON@sakilacustomer.org""",160,1,"{""customer_id"":156,""store_id"":1,""first_name"": ""BERTHA"",""last_name"": ""FERGUSON"",""email"": ""BERTHA.FERGUSON@sakilacustomer.org"",""address_id"":160,""active"":1},"
157,2," ""DARLENE"""," ""ROSE"""," ""DARLENE.ROSE@sakilacustomer.org""",161,1,"{""customer_id"":157,""store_id"":2,""first_name"": ""DARLENE"",""last_name"": ""ROSE"",""email"": ""DARLENE.ROSE@sakilacustomer.org"",""address_id"":161,""active"":1},"
158,1," ""VERONICA"""," ""STONE"""," ""VERONICA.STONE@sakilacustomer.org""",162,1,"{""customer_id"":158,""store_id"":1,""first_name"": ""VERONICA"",""last_name"": ""STONE"",""email"": ""VERONICA.STONE@sakilacustomer.org"",""address_id"":162,""active"":1},"
159,1," ""JILL"""," ""HAWKINS"""," ""JILL.HAWKINS@sakilacustomer.org""",163,1,"{""customer_id"":159,""store_id"":1,""first_name"": ""JILL"",""last_name"": ""HAWKINS"",""email"": ""JILL.HAWKINS@sakilacustomer.org"",""address_id"":163,""active"":1},"
160,2," ""ERIN"""," ""DUNN"""," ""ERIN.DUNN@sakilacustomer.org""",164,1,"{""customer_id"":160,""store_id"":2,""first_name"": ""ERIN"",""last_name"": ""DUNN"",""email"": ""ERIN.DUNN@sakilacustomer.org"",""address_id"":164,""active"":1},"
161,1," ""GERALDINE"""," ""PERKINS"""," ""GERALDINE.PERKINS@sakilacustomer.org""",165,1,"{""customer_id"":161,""store_id"":1,""first_name"": ""GERALDINE"",""last_name"": ""PERKINS"",""email"": ""GERALDINE.PERKINS@sakilacustomer.org"",""address_id"":165,""active"":1},"
162,2," ""LAUREN"""," ""HUDSON"""," ""LAUREN.HUDSON@sakilacustomer.org""",166,1,"{""customer_id"":162,""store_id"":2,""first_name"": ""LAUREN"",""last_name"": ""HUDSON"",""email"": ""LAUREN.HUDSON@sakilacustomer.org"",""address_id"":166,""active"":1},"
163,1," ""CATHY"""," ""SPENCER"""," ""CATHY.SPENCER@sakilacustomer.org""",167,1,"{""customer_id"":163,""store_id"":1,""first_name"": ""CATHY"",""last_name"": ""SPENCER"",""email"": ""CATHY.SPENCER@sakilacustomer.org"",""address_id"":167,""active"":1},"
164,2," ""JOANN"""," ""GARDNER"""," ""JOANN.GARDNER@sakilacustomer.org""",168,1,"{""customer_id"":164,""store_id"":2,""first_name"": ""JOANN"",""last_name"": ""GARDNER"",""email"": ""JOANN.GARDNER@sakilacustomer.org"",""address_id"":168,""active"":1},"
165,2," ""LORRAINE"""," ""STEPHENS"""," ""LORRAINE.STEPHENS@sakilacustomer.org""",169,1,"{""customer_id"":165,""store_id"":2,""first_name"": ""LORRAINE"",""last_name"": ""STEPHENS"",""email"": ""LORRAINE.STEPHENS@sakilacustomer.org"",""address_id"":169,""active"":1},"
166,1," ""LYNN"""," ""PAYNE"""," ""LYNN.PAYNE@sakilacustomer.org""",170,1,"{""customer_id"":166,""store_id"":1,""first_name"": ""LYNN"",""last_name"": ""PAYNE"",""email"": ""LYNN.PAYNE@sakilacustomer.org"",""address_id"":170,""active"":1},"
167,2," ""SALLY"""," ""PIERCE"""," ""SALLY.PIERCE@sakilacustomer.org""",171,1,"{""customer_id"":167,""store_id"":2,""first_name"": ""SALLY"",""last_name"": ""PIERCE"",""email"": ""SALLY.PIERCE@sakilacustomer.org"",""address_id"":171,""active"":1},"
168,1," ""REGINA"""," ""BERRY"""," ""REGINA.BERRY@sakilacustomer.org""",172,1,"{""customer_id"":168,""store_id"":1,""first_name"": ""REGINA"",""last_name"": ""BERRY"",""email"": ""REGINA.BERRY@sakilacustomer.org"",""address_id"":172,""active"":1},"
169,2," ""ERICA"""," ""MATTHEWS"""," ""ERICA.MATTHEWS@sakilacustomer.org""",173,0,"{""customer_id"":169,""store_id"":2,""first_name"": ""ERICA"",""last_name"": ""MATTHEWS"",""email"": ""ERICA.MATTHEWS@sakilacustomer.org"",""address_id"":173,""active"":0},"
170,1," ""BEATRICE"""," ""ARNOLD"""," ""BEATRICE.ARNOLD@sakilacustomer.org""",174,1,"{""customer_id"":170,""store_id"":1,""first_name"": ""BEATRICE"",""last_name"": ""ARNOLD"",""email"": ""BEATRICE.ARNOLD@sakilacustomer.org"",""address_id"":174,""active"":1},"
171,2," ""DOLORES"""," ""WAGNER"""," ""DOLORES.WAGNER@sakilacustomer.org""",175,1,"{""customer_id"":171,""store_id"":2,""first_name"": ""DOLORES"",""last_name"": ""WAGNER"",""email"": ""DOLORES.WAGNER@sakilacustomer.org"",""address_id"":175,""active"":1},"
172,1," ""BERNICE"""," ""WILLIS"""," ""BERNICE.WILLIS@sakilacustomer.org""",176,1,"{""customer_id"":172,""store_id"":1,""first_name"": ""BERNICE"",""last_name"": ""WILLIS"",""email"": ""BERNICE.WILLIS@sakilacustomer.org"",""address_id"":176,""active"":1},"
173,1," ""AUDREY"""," ""RAY"""," ""AUDREY.RAY@sakilacustomer.org""",177,1,"{""customer_id"":173,""store_id"":1,""first_name"": ""AUDREY"",""last_name"": ""RAY"",""email"": ""AUDREY.RAY@sakilacustomer.org"",""address_id"":177,""active"":1},"
174,2," ""YVONNE"""," ""WATKINS"""," ""YVONNE.WATKINS@sakilacustomer.org""",178,1,"{""customer_id"":174,""store_id"":2,""first_name"": ""YVONNE"",""last_name"": ""WATKINS"",""email"": ""YVONNE.WATKINS@sakilacustomer.org"",""address_id"":178,""active"":1},"
175,1," ""ANNETTE"""," ""OLSON"""," ""ANNETTE.OLSON@sakilacustomer.org""",179,1,"{""customer_id"":175,""store_id"":1,""first_name"": ""ANNETTE"",""last_name"": ""OLSON"",""email"": ""ANNETTE.OLSON@sakilacustomer.org"",""address_id"":179,""active"":1},"
176,1," ""JUNE"""," ""CARROLL"""," ""JUNE.CARROLL@sakilacustomer.org""",180,1,"{""customer_id"":176,""store_id"":1,""first_name"": ""JUNE"",""last_name"": ""CARROLL"",""email"": ""JUNE.CARROLL@sakilacustomer.org"",""address_id"":180,""active"":1},"
177,2," ""SAMANTHA"""," ""DUNCAN"""," ""SAMANTHA.DUNCAN@sakilacustomer.org""",181,1,"{""customer_id"":177,""store_id"":2,""first_name"": ""SAMANTHA"",""last_name"": ""DUNCAN"",""email"": ""SAMANTHA.DUNCAN@sakilacustomer.org"",""address_id"":181,""active"":1},"
178,2," ""MARION"""," ""SNYDER"""," ""MARION.SNYDER@sakilacustomer.org""",182,1,"{""customer_id"":178,""store_id"":2,""first_name"": ""MARION"",""last_name"": ""SNYDER"",""email"": ""MARION.SNYDER@sakilacustomer.org"",""address_id"":182,""active"":1},"
179,1," ""DANA"""," ""HART"""," ""DANA.HART@sakilacustomer.org""",183,1,"{""customer_id"":179,""store_id"":1,""first_name"": ""DANA"",""last_name"": ""HART"",""email"": ""DANA.HART@sakilacustomer.org"",""address_id"":183,""active"":1},"
180,2," ""STACY"""," ""CUNNINGHAM"""," ""STACY.CUNNINGHAM@sakilacustomer.org""",184,1,"{""customer_id"":180,""store_id"":2,""first_name"": ""STACY"",""last_name"": ""CUNNINGHAM"",""email"": ""STACY.CUNNINGHAM@sakilacustomer.org"",""address_id"":184,""active"":1},"
181,2," ""ANA"""," ""BRADLEY"""," ""ANA.BRADLEY@sakilacustomer.org""",185,1,"{""customer_id"":181,""store_id"":2,""first_name"": ""ANA"",""last_name"": ""BRADLEY"",""email"": ""ANA.BRADLEY@sakilacustomer.org"",""address_id"":185,""active"":1},"
182,1," ""RENEE"""," ""LANE"""," ""RENEE.LANE@sakilacustomer.org""",186,1,"{""customer_id"":182,""store_id"":1,""first_name"": ""RENEE"",""last_name"": ""LANE"",""email"": ""RENEE.LANE@sakilacustomer.org"",""address_id"":186,""active"":1},"
183,2," ""IDA"""," ""ANDREWS"""," ""IDA.ANDREWS@sakilacustomer.org""",187,1,"{""customer_id"":183,""store_id"":2,""first_name"": ""IDA"",""last_name"": ""ANDREWS"",""email"": ""IDA.ANDREWS@sakilacustomer.org"",""address_id"":187,""active"":1},"
184,1," ""VIVIAN"""," ""RUIZ"""," ""VIVIAN.RUIZ@sakilacustomer.org""",188,1,"{""customer_id"":184,""store_id"":1,""first_name"": ""VIVIAN"",""last_name"": ""RUIZ"",""email"": ""VIVIAN.RUIZ@sakilacustomer.org"",""address_id"":188,""active"":1},"
185,1," ""ROBERTA"""," ""HARPER"""," ""ROBERTA.HARPER@sakilacustomer.org""",189,1,"{""customer_id"":185,""store_id"":1,""first_name"": ""ROBERTA"",""last_name"": ""HARPER"",""email"": ""ROBERTA.HARPER@sakilacustomer.org"",""address_id"":189,""active"":1},"
186,2," ""HOLLY"""," ""FOX"""," ""HOLLY.FOX@sakilacustomer.org""",190,1,"{""customer_id"":186,""store_id"":2,""first_name"": ""HOLLY"",""last_name"": ""FOX"",""email"": ""HOLLY.FOX@sakilacustomer.org"",""address_id"":190,""active"":1},"
187,2," ""BRITTANY"""," ""RILEY"""," ""BRITTANY.RILEY@sakilacustomer.org""",191,1,"{""customer_id"":187,""store_id"":2,""first_name"": ""BRITTANY"",""last_name"": ""RILEY"",""email"": ""BRITTANY.RILEY@sakilacustomer.org"",""address_id"":191,""active"":1},"
188,1," ""MELANIE"""," ""ARMSTRONG"""," ""MELANIE.ARMSTRONG@sakilacustomer.org""",192,1,"{""customer_id"":188,""store_id"":1,""first_name"": ""MELANIE"",""last_name"": ""ARMSTRONG"",""email"": ""MELANIE.ARMSTRONG@sakilacustomer.org"",""address_id"":192,""active"":1},"
189,1," ""LORETTA"""," ""CARPENTER"""," ""LORETTA.CARPENTER@sakilacustomer.org""",193,1,"{""customer_id"":189,""store_id"":1,""first_name"": ""LORETTA"",""last_name"": ""CARPENTER"",""email"": ""LORETTA.CARPENTER@sakilacustomer.org"",""address_id"":193,""active"":1},"
190,2," ""YOLANDA"""," ""WEAVER"""," ""YOLANDA.WEAVER@sakilacustomer.org""",194,1,"{""customer_id"":190,""store_id"":2,""first_name"": ""YOLANDA"",""last_name"": ""WEAVER"",""email"": ""YOLANDA.WEAVER@sakilacustomer.org"",""address_id"":194,""active"":1},"
